Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
5280,10.5,0.35,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",1570,SCMS-251680,58187.189999999995
60,20.0,0.8,Bioline,Test kit,Sudan,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",353,SCMS-68640,5045.84
2706,6.85,0.11,Norvir,Tablet,Côte d'Ivoire,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",346,SCMS-62971,28115.659999999996
5060,5.0,5.0,Determine,Test kit - Ancillary,Zimbabwe,300mg,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",2486,SCMS-150030,71887.77
8989,7.43,0.12,Generic,Tablet,South Africa,300mg,"Zidovudine 300mg, tablets, 60 Tabs",454,SCMS-69050,70247.51000000001
15030,2.59,0.04,Generic,Tablet,Rwanda,150mg,"Lamivudine 150mg, tablets, 60 Tabs",933,SCMS-50830,42851.96
66960,4.79,0.16,Generic,Tablet - FDC,Uganda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",7549,SCMS-149412,347284.07
4484,80.0,0.8,Determine,Test kit,Pakistan,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1948,SCMS-149800,380912.32
936,5.94,0.1,Generic,Tablet,Haiti,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",128,SCMS-176130,7204.58
6636,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1036,SCMS-58381,543187.85
35357,4.26,0.14,Generic,Tablet,South Africa,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2806,SCMS-123590,158161.61
60000,10.5,0.35,Generic,Tablet - FDC,Haiti,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",8113,SCMS-233910,638865.4400000001
4014,6.85,0.11,Norvir,Tablet,Côte d'Ivoire,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",507,SCMS-62970,32075.84
97753,2.44,0.08,Generic,Capsule,South Africa,50mg,"Efavirenz 50mg, capsule, 30 Caps",5778,SCMS-103360,253469.74
130800,6.65,0.22,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",12208,SCMS-93520,885084.7699999999
168,13.0,0.43,Generic,Delayed-release capsules,Vietnam,250mg,"Didanosine 250mg, delayed-release capsules, 30 Caps",2046,SCMS-69240,16594.02
405,7.71,0.13,Generic,Tablet,Tanzania,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",75,SCMS-121380,4390.06
1,8.0,0.08,Determine,Test kit - Ancillary,Sudan,300mg,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",2,SCMS-121843,893.5
2500,42.0,0.06,Coartem,Tablet - FDC + blister,Nigeria,20/120mg,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 24 Tabs",1725,SCMS-140030,117101.92000000001
924,24.5,24.5,Colloidal Gold,Test kit,Ethiopia,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",656,SCMS-134760,29158.18
939,22.5,0.75,Generic,Tablet,Côte d'Ivoire,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",117,SCMS-147680,22923.69
3399,20.0,0.8,Bioline,Test kit,Tanzania,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",1133,SCMS-102030,76601.73999999999
6705,16.96,0.09,Stocrin/Sustiva,Oral solution,Haiti,30mg/ml,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",1979,SCMS-138550,114729.3
14055,2.25,0.04,Generic,Tablet,Vietnam,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1304,SCMS-161060,33888.95
2104,80.0,0.8,Determine,Test kit,Lesotho,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",856,SCMS-233590,179556.81
3000,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",907,SCMS-55902,249485.19999999998
96200,2.18,0.04,Generic,Tablet,Tanzania,200mg,"Nevirapine 200mg, tablets, 60 Tabs",6320,SCMS-219190,243275.22
220,27.0,1.35,Stat-Pak,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",115,SCMS-85420,13836.130000000001
2245,82.2,0.68,Aluvia,Tablet,Guyana,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",598,SCMS-116140,190021.96
60,13.0,0.43,Generic,Delayed-release capsules,Uganda,250mg,"Didanosine 250mg, delayed-release capsules, 30 Caps",4,SCMS-68330,1826.7199999999998
60000,10.02,0.04,Ziagen,Oral solution,South Africa,20mg/ml,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",22956,SCMS-93440,629564.22
7110,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1224,SCMS-58380,581873.58
105707,6.86,0.23,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",7092,SCMS-93640,734051.29
3,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1302,SCMS-58381,12919.04
19098,3.15,0.01,Generic,Oral suspension,South Africa,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",7367,SCMS-75480,63732.67999999999
200,23.26,0.78,Norvir,Tablet,Vietnam,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",22,SCMS-249031,6132.73
4000,80.0,0.8,Determine,Test kit,Uganda,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1624,SCMS-253250,335021.76
5500,80.0,0.8,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2139,SCMS-277860,459711.45
15,31.0,15.5,Uni-Gold,Test kit - Ancillary,Botswana,300mg,"#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",5,SCMS-57520,1058.46
52,32.0,1.6,Uni-Gold,Test kit,South Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",24,SCMS-178020,2836.42
13907,11.15,0.37,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",1578,SCMS-199820,157944.71
8000,32.0,1.6,Uni-Gold,Test kit,Zambia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",2328,SCMS-260230,270882.82
8149,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3886,SCMS-144200,813206.0499999999
427,32.0,1.6,Uni-Gold,Test kit,Uganda,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",139,SCMS-188340,16154.86
9227,6.61,0.11,Generic,Tablet - FDC,Haiti,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",813,SCMS-234040,62975.67
10603,2.26,0.01,Generic,Oral suspension,South Africa,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",3818,SCMS-103450,35236.42
10620,19.33,0.32,Generic,Tablet,Rwanda,300mg,"Abacavir 300mg, tablets, 60 Tabs",1050,SCMS-48930,224162.57
29160,10.5,0.35,Generic,Tablet - FDC,Namibia,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",3402,SCMS-252630,323613.55
2161,72.0,0.72,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1051,SCMS-60710,172560.82
24250,32.0,1.6,Uni-Gold,Test kit,Nigeria,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",7080,SCMS-210331,847469.05
1217,6.77,0.11,Generic,Tablet - FDC,Haiti,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",124,SCMS-263170,9224.0
98,126.14,1.05,Invirase,Tablet,Uganda,500mg,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",18,SCMS-124980,12968.72
53149,19.9,0.66,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",5803,SCMS-82770,1087424.06
3000,23.67,0.79,Videx EC,Delayed-release capsules - blister,Tanzania,400mg,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",363,SCMS-47730,71926.18
45232,2.44,0.08,Generic,Capsule,South Africa,50mg,"Efavirenz 50mg, capsule, 30 Caps",2674,SCMS-103410,115849.83
46,26.09,0.43,Generic,Capsule,Uganda,150mg,"Atazanavir 150mg, capsules, 60 Caps",3,SCMS-52580,2189.2799999999997
21384,10.15,0.34,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",2406,SCMS-263650,221490.04
11054,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",4495,SCMS-239690,1052733.05
40,2.5,2.5,Stat-Pak,Test kit - Ancillary,Guyana,300mg,"HIV 1/2, Stat-Pak Buffer Only, 20 Tests",2,SCMS-89530,381.77
612,5.94,0.1,Generic,Tablet,Haiti,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",76,SCMS-176280,4926.46
350,6.85,0.11,Norvir,Tablet,Haiti,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",51,SCMS-262890,6526.86
31528,5.43,0.09,Generic,Tablet,Tanzania,300mg,"Zidovudine 300mg, tablets, 60 Tabs",1899,SCMS-210901,182288.25
2730,32.0,1.6,Uni-Gold,Test kit,Zambia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",890,SCMS-190730,98835.65
4758,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1934,SCMS-240830,452792.39
90,100.0,1.0,Determine,Test kit,Guyana,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",41,SCMS-153890,10195.12
1902,20.0,0.67,Generic,Capsule,Dominican Republic,300mg,"Atazanavir 300mg, capsules, 30 Caps",170,SCMS-202650,40052.68
5538,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",5538,SCMS-256500,468876.33
104636,2.72,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",11275,SCMS-104080,293606.99
396,15.21,0.25,Generic,Tablet,Vietnam,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",53,SCMS-155710,6470.7699999999995
2104,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",917,SCMS-173130,185189.55
57961,2.25,0.04,Generic,Tablet,Rwanda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",5525,SCMS-152910,173832.41999999998
40890,4.3,0.14,Generic,Tablet,Vietnam,600mg,"Efavirenz 600mg, tablets, 30 Tabs",3329,SCMS-69730,186661.43
30339,11.49,0.38,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",3419,SCMS-177630,364032.59
10,25.0,8.33,OraQuick,Test kit - Ancillary,Botswana,300mg,"#109435**HIV, OraQuick Controls Kit, 3 Vials",6,SCMS-54210,555.25
4162,24.5,24.5,Colloidal Gold,Test kit,Ethiopia,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",2777,SCMS-190800,136232.16999999998
20142,4.95,0.16,Generic,Tablet,Vietnam,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",6142,SCMS-131690,113693.32999999999
3399,16.96,0.09,Stocrin/Sustiva,Oral solution,Côte d'Ivoire,30mg/ml,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",1014,SCMS-100950,59835.48
2418,24.0,0.8,Bioline,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",859,SCMS-104290,66022.51
1387,80.0,0.8,Determine,Test kit,Tanzania,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",662,SCMS-143750,123151.04000000001
6158,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2493,SCMS-260700,579715.68
9744,1.45,0.02,Generic,Capsule,Vietnam,30mg,"Stavudine 30mg, capsules, 60 Caps",656,SCMS-62820,20317.26
3055,89.0,0.89,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1241,SCMS-196560,285556.92000000004
273,38.36,0.11,Norvir,Capsule,Nigeria,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",520,SCMS-86060,14254.08
210,7.4,0.12,Generic,Tablet,Uganda,100/25mg,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",36,SCMS-142260,2233.58
33972,2.53,0.04,Generic,Tablet,South Africa,150mg,"Lamivudine 150mg, tablets, 60 Tabs",1823,SCMS-68980,87925.89
300,13.0,0.43,Generic,Delayed-release capsules,Vietnam,250mg,"Didanosine 250mg, delayed-release capsules, 30 Caps",21,SCMS-87720,7566.1
1010,82.2,0.68,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",255,SCMS-69230,91428.99
176,32.0,1.6,Uni-Gold,Test kit,South Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",71,SCMS-137180,7383.25
450,89.0,0.89,Determine,Test kit,South Sudan,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",188,SCMS-200910,43097.39
5673,32.0,1.6,Uni-Gold,Test kit,Mozambique,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",1674,SCMS-211550,192503.25
151,32.0,1.6,Uni-Gold,Test kit,Mozambique,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",54,SCMS-174050,5870.549999999999
25000,8.17,0.09,Generic,Capsule,South Africa,200mg,"Efavirenz 200mg, capsule, 90 Caps",3313,SCMS-103340,209779.75
3024,3.95,0.07,Generic,Tablet - FDC,Haiti,60/30mg,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",140,SCMS-210520,13653.88
11507,1.77,0.03,Generic,Tablet,Vietnam,150mg,"Lamivudine 150mg, tablets, 60 Tabs",539,SCMS-199760,22058.929999999997
40,76.72,0.23,Norvir,Capsule,Vietnam,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",114,SCMS-53720,7485.54
137130,6.65,0.22,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",45800,SCMS-93570,923145.6900000001
47,32.0,1.6,Uni-Gold,Test kit,South Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",15,SCMS-157870,2376.33
12100,8.1,0.13,Generic,Tablet - FDC,Vietnam,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1685,SCMS-226210,101362.1
500,32.0,1.6,Uni-Gold,Test kit,Kenya,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",170,SCMS-50870,18896.99
2000,7.58,0.25,Generic,Delayed-release capsules,Côte d'Ivoire,250mg,"Didanosine 250mg, delayed-release capsules, 30 Caps",150,SCMS-228880,16965.43
1764,2.24,0.07,Generic,Capsule,Haiti,50mg,"Efavirenz 50mg, capsule, 30 Caps",106,SCMS-148400,5571.97
115,8.0,0.08,Determine,Test kit - Ancillary,South Sudan,300mg,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",149,SCMS-200911,4177.900000000001
92887,7.3,0.12,Generic,Tablet,South Africa,300mg,"Zidovudine 300mg, tablets, 60 Tabs",4810,SCMS-103380,685793.7799999999
32,83.04,1.73,INSTi,Test kit,Kenya,300mg,"HIV 1/2, INSTI HIV 1/2 Antibody Kit, 48 Tests",58,SCMS-134430,3497.15
20,30.82,0.1,Kaletra,Oral solution,"Congo, DRC",80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",52,SCMS-189060,2190.57
9575,80.0,0.8,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3890,SCMS-211560,796031.47
320,82.2,0.68,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",88,SCMS-51470,27179.5
20172,5.43,0.09,Generic,Tablet,Tanzania,300mg,"Zidovudine 300mg, tablets, 60 Tabs",1104,SCMS-210900,115434.56000000001
9565,1.95,0.01,Generic,Oral solution,Rwanda,10mg/ml,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",6490,SCMS-129510,21688.79
43,32.0,1.6,Uni-Gold,Test kit,Ethiopia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",15,SCMS-134740,1784.6100000000001
38341,2.92,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4522,SCMS-68950,118566.90000000001
597,32.0,1.6,Uni-Gold,Test kit,South Sudan,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",209,SCMS-147621,22218.82
236925,2.43,0.04,Generic,Tablet,Rwanda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",13622,SCMS-84990,659064.87
61,77.7,0.78,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",28,SCMS-93760,5748.99
40593,11.15,0.37,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",4585,SCMS-199830,460053.48000000004
2926,80.0,0.8,Determine,Test kit,Tanzania,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1394,SCMS-136930,259004.51
19836,8.42,0.14,Generic,Tablet - FDC,South Africa,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1820,SCMS-104390,167992.69999999998
1922,60.82,0.51,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",467,SCMS-131600,118902.15999999999
5084,70.0,0.7,Determine,Test kit,Rwanda,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",1153,SCMS-51680,403215.93000000005
48127,1.99,0.03,Generic,Tablet - FDC,Zimbabwe,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",2383,SCMS-239220,114103.34999999999
3974,1.72,0.03,Generic,Tablet,"Congo, DRC",150mg,"Lamivudine 150mg, tablets, 60 Tabs",209,SCMS-250230,10586.15
2286,1.51,0.01,Generic,Oral suspension,Ghana,10mg/ml,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",972,SCMS-237820,11174.41
18025,2.92,0.05,Generic,Tablet - FDC,Mozambique,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",1139,SCMS-185200,57381.130000000005
6042,32.0,1.6,Uni-Gold,Test kit,Nigeria,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",1990,SCMS-155300,216474.14
58,4.0,0.13,Generic,Tablet,Haiti,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",19,SCMS-240200,1506.59
4400,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1808,SCMS-188310,375673.04
1461,23.0,0.77,Generic,Tablet - FDC,Côte d'Ivoire,600/300mg,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",154,SCMS-52590,36655.020000000004
841,66.6,0.55,Prezista,Tablet,Uganda,300mg,"Darunavir 300mg [Prezista], tablets, 120 Tabs",169,SCMS-192170,56439.42
1560,8.04,0.13,Generic,Tablet,Uganda,100/25mg,"Lopinavir/Ritonavir 100/25mg, tablets, 60 Tabs",166,SCMS-264950,14046.15
2746,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1312,SCMS-124150,247296.64
494,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",240,SCMS-106600,47266.4
672,3.67,0.06,Generic,Chewable/dispersible tablet - FDC,Rwanda,60/12mg,"Lamivudine/Stavudine 60/12mg, dispersible tablets, 60 Tabs",49,SCMS-129530,2691.66
4500,6.45,0.22,Generic,Tablet,Vietnam,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",320,SCMS-107620,33963.27
52379,2.53,0.04,Generic,Tablet,South Africa,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2512,SCMS-68950,136921.4
63421,4.3,0.14,Generic,Tablet,Vietnam,600mg,"Efavirenz 600mg, tablets, 30 Tabs",5101,SCMS-68580,286539.34
24,20.0,0.8,Bioline,Test kit,Sudan,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",75,SCMS-81720,2020.58
1850,29.0,1.45,Stat-Pak,Test kit,Nigeria,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",592,SCMS-118180,56690.299999999996
83,82.07,0.68,Intelence,Tablet,Uganda,100mg,"Etravirine 100mg [Intelence], tablets, 120 Tabs",16,SCMS-126390,7198.05
2264,80.0,0.8,Determine,Test kit,Tanzania,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",980,SCMS-161830,200012.37
12937,2.3,0.04,Generic,Tablet,Vietnam,200mg,"Nevirapine 200mg, tablets, 60 Tabs",875,SCMS-210070,31973.82
3049,27.0,1.35,Stat-Pak,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",904,SCMS-57040,89708.49
215,5.0,5.0,Determine,Test kit - Ancillary,Mozambique,300mg,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",41,SCMS-157230,2077.5299999999997
24000,11.0,0.18,Generic,Tablet - FDC,Vietnam,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2769,SCMS-77470,275115.86
6118,80.0,0.8,Determine,Test kit,Uganda,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2477,SCMS-264750,509791.62
1400,20.5,0.82,Bioline,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",437,SCMS-243780,34138.43
8787,80.0,0.8,Determine,Test kit,Zimbabwe,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3567,SCMS-225830,755415.26
3487,32.0,1.6,Stat-Pak,Test kit,Nigeria,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",1252,SCMS-210341,117572.28
12693,3.55,0.12,Generic,Tablet,Vietnam,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",975,SCMS-199840,47164.8
10000,17.28,0.29,Generic,Tablet,South Africa,300mg,"Abacavir 300mg, tablets, 60 Tabs",1087,SCMS-75530,175703.86
150,77.7,0.78,Determine,Test kit,Namibia,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",34,SCMS-98340,12621.58
2352,80.0,0.8,Determine,Test kit,Tanzania,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1016,SCMS-161830,207450.52
34044,4.67,0.16,Generic,Tablet,South Africa,600mg,"Efavirenz 600mg, tablets, 30 Tabs",2892,SCMS-68860,165434.04
360,2.24,0.07,Generic,Capsule,Angola,50mg,"Efavirenz 50mg, capsule, 30 Caps",21,SCMS-171790,1647.57
1324,82.2,0.68,Aluvia,Tablet,Guyana,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",334,SCMS-111220,111183.94000000002
7587,77.7,0.78,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",1306,SCMS-118360,617015.44
9235,18.0,0.6,Generic,Tablet,Uganda,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",1197,SCMS-264962,171800.78
29635,6.61,0.11,Generic,Tablet - FDC,Haiti,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2608,SCMS-234020,217975.21
80,30.82,0.1,Kaletra,Oral solution,Uganda,80/20mg/ml,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",136,SCMS-244420,4546.0
25,8.0,0.08,Determine,Test kit - Ancillary,Sudan,300mg,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",2,SCMS-100520,1402.05
11000,5.35,0.09,Generic,Tablet - FDC,Vietnam,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",3828,SCMS-107630,74036.20999999999
814,0.0,0.0,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",60,SCMS-264880,1344.95
1573,30.82,0.26,Aluvia,Tablet,Côte d'Ivoire,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",393,SCMS-124280,88848.85
11980,3.15,0.01,Generic,Oral suspension,South Africa,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",4621,SCMS-68990,42580.8
2607,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1080,SCMS-173920,228416.69999999998
5000,20.0,0.67,Generic,Tablet,Haiti,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",1189,SCMS-210530,107420.67
1400,20.5,0.82,Bioline,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",468,SCMS-201213,34108.37
120,36.16,0.3,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",36,SCMS-53080,5373.389999999999
46855,13.6,0.15,Generic,Tablet - FDC + co-blister,Swaziland,150/300mg+600mg,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",7712,SCMS-122630,651770.62
10,80.0,0.8,Determine,Test kit,Botswana,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",5,SCMS-92630,1568.95
