Line_Item_Quantity,Pack_Price,Unit_Price,Brand,Dosage_Form,Country,Dosage,Item_Description,Weight_Kilograms,PO_SO,Total_Cost
29107,8.2,0.14,Generic,Tablet - FDC,Ghana,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",3647,SCMS-237810,257467.93
320300,7.72,0.13,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",87076,SO-48892,2669881.39
2510,3.9,0.06,Generic,Tablet - FDC,Mozambique,150/30mg,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",190,SO-32571,11127.51
422,16.95,0.19,Generic,Capsule,Mozambique,200mg,"Efavirenz 200mg, capsule, 90 Caps",514,SO-499,7904.7699999999995
21,1.32,0.02,Generic,Capsule,Guyana,15mg,"Stavudine 15mg, capsules, 60 Caps",294,SO-40450,4366.21
119098,11.22,0.19,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",15808,SO-40180,1350454.1
3680,5.5,0.06,Generic,Capsule,Haiti,200mg,"Efavirenz 200mg, capsule, 90 Caps",6385,SCMS-177180,29033.800000000003
81,80.0,0.8,Determine,Test kit,Mali,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",37,SCMS-182800,8678.800000000001
44407,11.15,0.37,Generic,Tablet - FDC,Cameroon,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",5016,SCMS-196510,539159.24
4243,1.43,0.01,Generic,Oral solution,Côte d'Ivoire,10mg/ml,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",1485,SO-47133,12893.46
3280,9.72,0.32,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",229,SO-27533,33798.97
30107,8.26,0.14,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2875,SO-38760,272895.61
25572,10.99,0.18,Generic,Tablet - FDC,Vietnam,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",3572,SCMS-105490,292157.32000000007
87667,10.78,0.36,Generic,Tablet - FDC,Zimbabwe,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",11717,SO-46652,1020960.0900000001
362,1.99,0.03,Generic,Tablet - FDC,Rwanda,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",16,SO-47980,1640.9299999999998
33022,8.13,0.14,Generic,Tablet - FDC,Tanzania,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",4190,SCMS-198780,284867.87999999995
15935,3.6,0.06,Generic,Chewable/dispersible tablet - FDC,Zimbabwe,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",13469,SO-50010,74113.39
409,32.4,0.36,Stocrin/Sustiva,Capsule,Mozambique,200mg,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",45,SO-533,13690.225
204417,9.62,0.16,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",50634,SO-42680,2020338.56
65763,12.49,0.42,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",8182,SCMS-198801,830210.51
100,8.0,0.08,Determine,Test kit - Ancillary,Uganda,300mg,"Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",74,SCMS-173110,2450.9
200,12.5,0.05,Generic,Oral solution,Vietnam,20mg/ml,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",546,SCMS-131650,3843.73
5131,11.8,0.2,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",691,SO-17900,68917.2
41768,2.21,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",2599,SO-48681,95829.5
16566,7.71,0.13,Generic,Tablet,Mozambique,300mg,"Zidovudine 300mg, tablets, 60 Tabs",921,SO-30441,132442.71
3850,1.4,0.02,Generic,Capsule,Haiti,30mg,"Stavudine 30mg, capsules, 60 Caps",230,SO-39741,8335.69
401,2.15,0.04,Generic,Capsule,Côte d'Ivoire,15mg,"Stavudine 15mg, capsules, 60 Caps",235,SO-585,2482.5299999999997
17045,15.89,0.26,Generic,Tablet,Zambia,300mg,"Abacavir 300mg, tablets, 60 Tabs",20752,SO-36851,288949.42
10401,1.51,0.01,Generic,Oral suspension,Rwanda,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",3880,SO-49980,43723.630000000005
632,15.5,0.26,Generic,Chewable/dispersible tablet,Côte d'Ivoire,200mg,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",134,SO-35562,18632.77
12250,4.75,0.16,Generic,Tablet,Mozambique,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1866,SO-35750,69272.58
3200,20.0,0.67,Generic,Tablet,Côte d'Ivoire,300/100mg,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",430,SCMS-217340,67653.13
6959,89.0,0.89,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1198,SCMS-124900,633916.56
160,36.16,0.3,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",47,SCMS-68320,7037.01
2871,3.04,0.05,Generic,Tablet,Haiti,150mg,"Lamivudine 150mg, tablets, 60 Tabs",144,SO-1287,11246.24
220000,11.0,0.18,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",28776,SO-41255,2440482.84
19999,20.0,0.8,Bioline,Test kit,Kenya,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",6074,SO-11460,402013.96
373,23.26,0.78,Norvir,Tablet,Vietnam,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 30 Tabs",55,SCMS-164530,8704.429999999998
24561,12.01,0.4,Generic,Tablet,Côte d'Ivoire,600mg,"Efavirenz 600mg, tablets, 30 Tabs",7191,SO-1546,307799.08
5958,27.0,1.35,Stat-Pak,Test kit,Ethiopia,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",2147,SCMS-27800,172189.56000000003
650,3.95,0.02,Generic,Oral solution,Mozambique,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",193,SO-501,3136.545
110000,10.0,0.33,Generic,Tablet - FDC,Zambia,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",9221,SO-34600,1110260.79
3300,44.5,0.74,Trizivir,Tablet - FDC,Côte d'Ivoire,300/150/300mg,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",2143,SO-1245,157222.0
1922,60.82,0.51,Aluvia,Tablet,Vietnam,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",467,SCMS-131600,118902.15999999999
13127,2.51,0.04,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1252,SO-41280,39074.229999999996
53922,2.42,0.04,Generic,Tablet,Nigeria,200mg,"Nevirapine 200mg, tablets, 60 Tabs",9697,SO-42936,149135.41
23999,1.99,0.03,Generic,Tablet - FDC,Zimbabwe,30/60mg,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",1069,SO-48431,55307.11
6100,1.25,0.04,Generic,Chewable/dispersible tablet,Haiti,50mg,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",353,SCMS-270280,11869.650000000001
13380,1.55,0.03,Generic,Capsule,Nigeria,30mg,"Stavudine 30mg, capsules, 60 Caps",925,SO-10770,29957.33
30,80.0,0.8,Determine,Test kit,Tanzania,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",14,SCMS-97140,3893.29
12783,11.89,0.4,Generic,Tablet - FDC,Tanzania,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",1371,SO-47656,159731.94
2000,7.21,0.12,Generic,Tablet,Ethiopia,300mg,"Zidovudine 300mg, tablets, 60 Tabs",88,SO-37070,15206.73
5232,13.15,0.22,Generic,Tablet,Rwanda,300mg,"Abacavir 300mg, tablets, 60 Tabs",526,SO-42131,78891.83000000002
1604,7.12,0.12,Generic,Tablet - FDC,Uganda,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",120,SO-30081,13113.489999999998
760,6.85,0.11,Norvir,Tablet,Côte d'Ivoire,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",97,SCMS-191940,6787.57
90,100.0,1.0,Determine,Test kit,Guyana,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",41,SCMS-153890,10195.12
476,110.0,2.75,Genie,Test kit,Côte d'Ivoire,300mg,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",534,SCMS-44050,61934.149999999994
17843,3.4,0.06,Generic,Tablet,Haiti,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1667,SO-2598,79832.44
4314,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",485,SO-21808,72261.72
44135,12.42,0.41,Generic,Tablet,Zambia,600mg,"Efavirenz 600mg, tablets, 30 Tabs",4082,SO-978,562518.47
20481,24.5,24.5,Colloidal Gold,Test kit,Rwanda,300mg,"HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests",13656,SCMS-198221,642356.55
38400,2.92,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4528,SCMS-68950,118739.54
44840,11.15,0.37,Generic,Tablet - FDC,Mozambique,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",5065,SO-44867,506003.67000000004
2523,3.2,0.05,Generic,Tablet,Uganda,200mg,"Nevirapine 200mg, tablets, 60 Tabs",585,SO-17770,13787.43
1224,7.72,0.13,Generic,Tablet - FDC,"Congo, DRC",150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",3637,SO-42340,35097.0
19,29.0,0.97,Reveal,Test kit,Côte d'Ivoire,300mg,"HIV, Reveal G3 Rapid HIV-1 Antibody Test, 30 Tests",13,SCMS-40,1501.065
250,0.01,0.0,Generic,Test kit - Ancillary,Côte d'Ivoire,300mg,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",61,SO-1838,1227.92
3600,7.75,0.13,Generic,Chewable/dispersible tablet,Zambia,100mg,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",750,SO-2477,28758.39
8462,26.25,0.88,Truvada,Tablet - FDC,Nigeria,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",1225,SO-27817,230008.58
350,80.0,0.8,Determine,Test kit,Sudan,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",104,SCMS-69270,30084.129999999997
24966,3.56,0.12,Generic,Tablet,Uganda,600mg,"Efavirenz 600mg, tablets, 30 Tabs",5391,SO-43961,117370.95000000001
19600,6.15,0.1,Generic,Tablet - FDC,Vietnam,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1926,SCMS-56220,133200.22
21,2.44,0.04,Generic,Tablet,Zambia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",1,SO-34620,843.96
29489,10.68,0.18,Generic,Tablet - FDC,Tanzania,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2670,SO-457,322979.43
5730,27.53,0.46,Generic,Tablet,Tanzania,300mg,"Abacavir 300mg, tablets, 60 Tabs",569,SO-2704,158885.65
62753,8.55,0.14,Generic,Tablet - FDC,Uganda,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",5090,SO-37570,572979.79
2751,80.0,0.8,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1061,SCMS-106740,244166.09
58680,3.4,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",5557,SO-1315,215076.47
31153,3.75,0.06,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",1739,SO-47661,127450.28
243800,11.49,0.38,Generic,Tablet - FDC,Malawi,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",27549,SCMS-163880,2829602.62
2769,32.0,1.6,Uni-Gold,Test kit,Guyana,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",876,SCMS-153840,97702.2
545,31.0,1.55,Stat-Pak,Test kit,Ethiopia,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",204,SCMS-92090,18142.73
14142,8.42,0.14,Generic,Tablet - FDC,Vietnam,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1741,SCMS-164550,123044.43000000001
160,32.0,1.6,Uni-Gold,Test kit,Swaziland,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",59,SCMS-135090,6226.570000000001
3866,11.89,0.4,Generic,Tablet - FDC,Zambia,600/200/300mg,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",638,SO-45083,49550.299999999996
2100,72.0,0.72,Determine,Test kit,Zambia,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1016,SCMS-60710,167587.49
100,20.0,0.8,Bioline,Test kit,Liberia,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",34,SCMS-115330,2874.6
763,32.0,1.6,Uni-Gold,Test kit,Namibia,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",441,SO-1930,30603.17
14052,7.4,0.12,Generic,Tablet - FDC,Zambia,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1420,SO-1309,109931.38
2953,80.0,0.8,Determine,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1284,SCMS-173130,259805.99000000002
200,75.0,3.0,Clearview,Test kit,Namibia,300mg,"HIV 1/2, Clearview Complete Kit, 25 Tests",122,SO-1452,16124.4
12713,18.9,0.16,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",2630,SO-48980,247449.6
13104,2.73,0.05,Generic,Tablet,Nigeria,200mg,"Nevirapine 200mg, tablets, 60 Tabs",1448,SO-37080,41998.229999999996
5,32.0,1.6,Uni-Gold,Test kit,Botswana,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",3,SCMS-54110,763.8399999999999
6100,89.0,0.89,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3497,SCMS-124900,584712.97
300,20.0,0.8,Bioline,Test kit,Zambia,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",94,SCMS-37770,7217.1900000000005
23230,2.91,0.05,Generic,Tablet,Tanzania,150mg,"Lamivudine 150mg, tablets, 60 Tabs",1156,SO-2720,74016.06000000001
159964,9.81,0.16,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",37944,SO-42802,1587979.4200000002
1,89.0,0.89,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1233,SCMS-80820,13842.77
2244,9.28,0.04,Ziagen,Oral solution,South Africa,20mg/ml,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",870,SCMS-104220,24614.59
88719,5.56,0.09,Generic,Tablet - FDC,Zimbabwe,150/200/30mg,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",11668,SO-37850,510038.30000000005
2600,2.9,0.05,Generic,Tablet,Côte d'Ivoire,200mg,"Nevirapine 200mg, tablets, 60 Tabs",373,SO-33520,11821.02
3319,80.0,0.8,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1351,SCMS-247360,274961.43
3071,4.09,0.07,Generic,Tablet - FDC,Ethiopia,60/30mg,"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",115,SO-49230,13203.3
100000,4.22,0.14,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",5712,SO-39999,441192.2
1008,18.66,0.16,Aluvia,Tablet,Haiti,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",406,SCMS-240110,21391.219999999998
659,20.0,0.8,Bioline,Test kit,Côte d'Ivoire,300mg,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",206,SCMS-18310,15861.95
10368,1.3,0.01,Generic,Oral suspension,Uganda,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 100 ml",2127,SCMS-202560,24393.199999999997
516,32.0,1.6,Uni-Gold,Test kit,Kenya,300mg,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",174,SCMS-124890,18601.04
9852,10.0,0.33,Generic,Tablet - FDC,Nigeria,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",1078,SO-36010,108468.51000000001
8787,80.0,0.8,Determine,Test kit,Zimbabwe,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",3560,SCMS-225850,756145.45
3300,72.0,0.72,Determine,Test kit,Mozambique,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1593,SCMS-51390,267438.84
3982,27.0,1.35,Stat-Pak,Test kit,Ethiopia,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",1445,SCMS-27800,115027.98
23,2.33,0.04,Generic,Tablet,"Congo, DRC",150mg,"Lamivudine 150mg, tablets, 60 Tabs",1,SO-41385,576.0899999999999
580,12.5,0.05,Generic,Oral solution,Rwanda,20mg/ml,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",214,SO-41050,9317.36
7500,27.0,1.35,Stat-Pak,Test kit,Nigeria,300mg,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",2278,SCMS-570,218484.245
3426,20.22,0.17,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",698,SO-47850,72020.93000000001
14,38.36,0.11,Norvir,Capsule,Ethiopia,100mg,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",25,SO-14230,1042.9
38515,8.13,0.14,Generic,Tablet - FDC,Cameroon,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",4892,SCMS-204300,354688.06000000006
300,7.0,0.12,Videx,Chewable/dispersible tablet,Vietnam,25mg,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",81,SCMS-131720,2644.69
24816,8.11,0.14,Generic,Tablet - FDC,Mozambique,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",3392,SCMS-219220,218300.17
7600,15.98,0.27,Generic,Tablet,South Africa,300mg,"Abacavir 300mg, tablets, 60 Tabs",782,SCMS-83720,124244.51999999999
285,79.99,0.8,Determine,Test kit,Nigeria,300mg,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",64,SCMS-18740,24462.63
5603,4.25,0.07,Generic,Chewable/dispersible tablet - FDC,Tanzania,30/50/60mg,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",316,SO-40491,27131.29
7526,5.5,0.09,Generic,Tablet,Nigeria,300mg,"Zidovudine 300mg, tablets, 60 Tabs",507,SO-48906,42698.55
60,41.1,0.34,Aluvia,Tablet,Uganda,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",547,SO-17430,4908.46
5320,6.41,0.11,Generic,Tablet,Mozambique,300mg,"Zidovudine 300mg, tablets, 60 Tabs",273,SO-43810,39639.46
42699,11.49,0.38,Generic,Tablet - FDC,Vietnam,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",4806,SCMS-177630,509918.49000000005
774,55.5,0.92,Isentress,Tablet,Uganda,400mg,"Raltegravir 400mg [Isentress], tablets, 60 Tabs",92,SCMS-162670,44124.14
2005,15.5,0.26,Generic,Tablet,Guatemala,300mg,"Abacavir 300mg, tablets, 60 Tabs",2634,SO-38270,51934.58
50000,8.26,0.14,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",6481,SO-45480,449737.14
50000,2.35,0.04,Generic,Tablet,Vietnam,150mg,"Lamivudine 150mg, tablets, 60 Tabs",2537,SCMS-107631,126838.98000000001
14851,26.25,0.88,Truvada,Tablet - FDC,Zambia,300/200mg,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",899,SO-210,395175.26499999996
17357,9.98,0.11,Generic,Capsule,South Africa,200mg,"Efavirenz 200mg, capsule, 90 Caps",2301,SCMS-83730,178169.53
79029,3.57,0.06,Generic,Tablet,Zambia,200mg,"Nevirapine 200mg, tablets, 60 Tabs",7393,SO-464,312997.47
8599,21.78,0.18,Generic,Tablet,Zimbabwe,200/50mg,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",2293,SO-45850,192047.56000000003
371,9.5,0.16,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",4689,SO-1663,11851.43
212409,2.47,0.04,Generic,Tablet,South Africa,150mg,"Lamivudine 150mg, tablets, 60 Tabs",10302,SCMS-84230,539459.07
17246,6.73,0.11,Generic,Tablet - FDC,Mozambique,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1519,SO-47706,118117.57
15560,18.47,0.15,Aluvia,Tablet,Haiti,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",3834,SCMS-258570,304074.76
10000,89.0,0.89,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",2951,SCMS-106790,923392.11
6476,8.76,0.15,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",540,SO-21883,61722.01
876,2.16,0.04,Generic,Tablet,Zambia,150mg,"Lamivudine 150mg, tablets, 60 Tabs",44,SO-41841,5845.83
488,7.64,0.25,Generic,Tablet,Côte d'Ivoire,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",28,SO-36821,6413.450000000001
8500,80.0,0.8,Determine,Test kit,Kenya,300mg,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",1462,SCMS-58380,695885.94
422,139.0,1.39,Capillus,Test kit,Tanzania,300mg,"HIV 1/2, Capillus HIV Kit, 100 Tests",3093,SO-747,60298.85
37870,2.72,0.05,Generic,Tablet,South Africa,200mg,"Nevirapine 200mg, tablets, 60 Tabs",4121,SCMS-104100,108134.17
16698,11.4,0.19,Generic,Tablet - FDC,Nigeria,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",1901,SO-22528,209369.14
15795,8.58,0.14,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",2234,SO-43951,142271.69000000003
97619,4.64,0.15,Generic,Tablet - FDC,Rwanda,300/300mg,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",9905,SO-46500,458958.18999999994
36180,7.72,0.13,Generic,Tablet - FDC,Côte d'Ivoire,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",2907,SO-42990,291021.75
1000,164.62,0.61,Viracept,Tablet,Vietnam,250mg,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",254,SCMS-19,172538.815
23063,6.75,0.11,Generic,Tablet - FDC,Vietnam,150/300mg,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",1984,SCMS-188660,159092.94
2067,8.64,0.1,Generic,Capsule,Nigeria,200mg,"Efavirenz 200mg, capsule, 90 Caps",307,SO-42331,34973.92
9810,13.49,0.45,Generic,Tablet - FDC,Zimbabwe,600/300mg,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",962,SCMS-210650,139273.73
2733,82.19,0.68,Aluvia,Tablet,Guyana,200/50mg,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",589,SCMS-48690,225379.53999999998
3000,6.85,0.11,Norvir,Tablet,Côte d'Ivoire,100mg,"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",387,SCMS-204990,26595.899999999998
3000,2.15,0.01,Generic,Oral solution,Haiti,10mg/ml,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",2584,SO-1287,33337.619999999995
19000,17.0,0.57,Generic,Tablet,Vietnam,600mg,"Efavirenz 600mg, tablets, 30 Tabs",1520,SCMS-83,342134.855
2930,1.95,0.01,Generic,Oral suspension,Mozambique,10mg/ml,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",1102,SO-38637,8502.460000000001
591,17.0,0.57,Viread,Tablet,Ethiopia,300mg,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",37,SO-1513,10567.08
44293,6.86,0.23,Generic,Tablet,South Africa,300mg,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",2951,SCMS-93640,309919.07999999996
45950,8.11,0.14,Generic,Tablet - FDC,Uganda,150/300/200mg,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",6061,SO-46850,379939.55000000005
60000,11.49,0.38,Generic,Tablet - FDC,Malawi,600/300/300mg,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",6778,SCMS-163900,705273.0
500,25.0,0.42,Generic,Tablet,Vietnam,300mg,"Abacavir 300mg, tablets, 60 Tabs",124,SCMS-20200,17737.59
2003,11.72,0.39,Generic,Tablet,Nigeria,600mg,"Efavirenz 600mg, tablets, 30 Tabs",181,SO-10610,42139.1
15,31.0,15.5,Uni-Gold,Test kit - Ancillary,Botswana,300mg,"#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",1,SCMS-57522,1065.73
